name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Milano, Lombardia, Italia",2023-03-13,15,7,11.4,15,5.7,11,5.7,68.7,0.041,100,8.33,rain,0,0,18.4,10.8,107.2,1016.5,64.7,9.8,57.5,4.9,3,10,2023-03-13T06:40:22,2023-03-13T18:26:04,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-14,14.1,9,11.7,14.1,6.1,11.5,8.4,81.1,7.652,100,33.33,rain,0,0,50,21.7,127.9,1003.2,57.3,8.7,99.4,8.5,4,10,2023-03-14T06:38:30,2023-03-14T18:27:24,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06771099999"
"Milano, Lombardia, Italia",2023-03-15,15.7,7,12.2,15.7,5.2,12,-8.3,24.8,0.014,100,4.17,rain,0,0,72.4,36.8,350,1010.4,16.8,10,176,15.3,7,10,2023-03-15T06:36:37,2023-03-15T18:28:44,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-16,15,2,9.3,15,1.5,8.8,-1.7,47.5,0,0,0,,0,0,16.6,14.3,109.2,1019.9,10.8,10,172.7,14.9,6,10,2023-03-16T06:34:43,2023-03-16T18:30:04,0.81,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06771099999"
"Milano, Lombardia, Italia",2023-03-17,14,1.9,8.9,14,-0.6,8.3,-0.5,53.9,0,0,0,,0,0,18.4,10.9,88.1,1021.6,50.9,10,148.8,12.8,6,10,2023-03-17T06:32:50,2023-03-17T18:31:23,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-18,16.6,3,9.6,16.6,3,9.6,1.4,60.2,0,0,0,,0,0,22.9,7.5,207.5,1018,65,10,164.1,14.4,6,10,2023-03-18T06:30:56,2023-03-18T18:32:42,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-19,15.7,4.8,10.6,15.7,4.8,10.6,4.8,68.6,0,0,0,rain,0,0,21.5,10.6,127.4,1019,49.8,9.4,113.6,9.8,5,10,2023-03-19T06:29:02,2023-03-19T18:34:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-20,15.8,5.8,10.7,15.8,4.9,10.5,6.8,78.8,0,0,0,,0,0,22.1,9.1,116.7,1019.1,26.2,9.1,146.9,12.7,6,10,2023-03-20T06:27:08,2023-03-20T18:35:20,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-21,18.7,4.1,12.1,18.7,4.1,12,6.5,72.5,0,0,0,,0,0,25.9,9.3,234.5,1016.9,8.3,8.8,169.3,14.5,7,10,2023-03-21T06:25:14,2023-03-21T18:36:39,0,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-22,21,6.9,13.9,21,6.9,13.9,6.4,64.1,0,0,0,,0,0,26.5,9.4,208.3,1015,9.5,9.7,190.6,16.4,7,10,2023-03-22T06:23:20,2023-03-22T18:37:58,0.02,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-23,20.7,7.3,14.5,20.7,7.3,14.5,7,61.1,0,0,0,,0,0,29.5,14.2,260.4,1014.8,69.3,10,174.9,14.9,7,10,2023-03-23T06:21:26,2023-03-23T18:39:16,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-24,17.5,12.6,14.6,17.5,12.6,14.6,8.7,68.1,0.086,100,37.5,rain,0,0,22.6,15.9,278.8,1014.4,77.7,10,59,5,3,10,2023-03-24T06:19:32,2023-03-24T18:40:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-25,21.7,10.7,15.8,21.7,10.7,15.8,5,54.6,0.023,100,16.67,rain,0,0,35.9,18.3,275.3,1011.3,50.1,9.9,203.3,17.6,7,10,2023-03-25T06:17:37,2023-03-25T18:41:53,0.12,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-26,14.7,6.8,10.6,14.7,5,10.2,6.5,76.7,5.54,100,16.67,rain,0,0,35.9,11.1,56.2,1007.6,49.7,9.7,78.9,6.7,4,10,2023-03-26T07:15:43,2023-03-26T19:43:11,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-27,17.6,6.8,12.1,17.6,4.6,11.3,-2.3,45.5,0.179,100,4.17,rain,0,0,70.9,31.3,322.9,1007.2,20,10,209.6,18.2,7,10,2023-03-27T07:13:49,2023-03-27T19:44:29,0.18,Rain,Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-03-28,15.8,5.5,11.2,15.8,3.7,10.3,-8.8,24.6,0,0,0,,0,0,61.1,38.6,295.6,1021.8,5.6,10,202.2,17.4,7,10,2023-03-28T07:11:55,2023-03-28T19:45:47,0.22,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,F5400,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-29,17.7,4.7,11.7,17.7,4.7,11.3,2.4,53.5,0,0,0,,0,0,25.9,16.3,261.6,1022.7,38.2,10,204.7,17.9,8,10,2023-03-29T07:10:01,2023-03-29T19:47:05,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-30,16.9,11.6,13.4,16.9,11.6,13.4,8.4,72.4,0.495,100,41.67,rain,0,0,28.4,16.4,263.2,1020.7,63.2,9.8,82,7.1,4,10,2023-03-30T07:08:08,2023-03-30T19:48:22,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-03-31,14.6,9.8,12.5,14.6,9.8,12.5,7.5,72,0.066,100,33.33,rain,0,0,23.7,10.9,40.7,1011.7,79.5,10,65.6,5.5,3,10,2023-03-31T07:06:14,2023-03-31T19:49:40,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-01,20.6,4.9,13.2,20.6,4.9,13,3.2,58.5,0,0,0,,0,0,32,14.4,264.7,1004.7,43.8,10,225.3,19.5,8,10,2023-04-01T07:04:21,2023-04-01T19:50:58,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-02,18.7,9.7,13.8,18.7,8.4,13.6,4.3,54.1,0,0,0,,0,0,32,16,112.2,1008.9,41.8,10,215.2,18.6,7,10,2023-04-02T07:02:28,2023-04-02T19:52:16,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-03,18,5.1,12,18,5.1,12,4.5,62.5,0,0,0,rain,0,0,38.9,25.7,119.3,1012.1,27.8,10,205.8,17.9,7,10,2023-04-03T07:00:35,2023-04-03T19:53:33,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-04,13,6,9.4,13,3.3,8,-1.8,46,0,0,0,,0,0,38.5,20.2,124.1,1015,44.1,10,211.4,18.2,7,10,2023-04-04T06:58:43,2023-04-04T19:54:51,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,LIML"
"Milano, Lombardia, Italia",2023-04-05,12,4.9,8.3,12,2.1,7,-3.1,44.9,0,0,0,,0,0,24.1,16.2,107.2,1017.4,40.9,10,206,17.7,7,10,2023-04-05T06:56:51,2023-04-05T19:56:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,LIML,06771099999"
"Milano, Lombardia, Italia",2023-04-06,15,1.7,8.6,15,0.1,8.1,-3.5,44.5,0,0,0,,0,0,27.7,11.2,264.1,1018.1,31.6,10,177.9,15.3,7,10,2023-04-06T06:54:59,2023-04-06T19:57:26,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-07,14.8,4.7,9.3,14.8,3.2,9.1,2.7,64.4,0,0,0,rain,0,0,27.5,14.9,208.9,1015.5,52,10,82.6,7.1,3,10,2023-04-07T06:53:08,2023-04-07T19:58:43,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-08,17.9,4.7,11.4,17.9,4.7,11.4,4.1,65.7,0,0,0,,0,0,37.3,25.6,155.6,1016.2,30.1,9.8,214.2,18.6,7,10,2023-04-08T06:51:17,2023-04-08T20:00:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-09,17.9,5.7,12.1,17.9,5.7,11.8,4.5,62.3,0,0,0,rain,0,0,37.3,14.4,113.2,1019.7,51.4,10,217.5,18.8,8,10,2023-04-09T06:49:27,2023-04-09T20:01:18,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,F5400,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-10,16.8,7.7,12.4,16.8,5.9,11.7,2.6,53,0,0,0,,0,0,30.7,15.8,97,1022.4,59.2,10,204,17.8,7,10,2023-04-10T06:47:37,2023-04-10T20:02:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,F5400,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-11,19.7,8.7,14.4,19.7,8.7,14.4,6.1,58.7,0,0,0,,0,0,23.4,14.5,255.3,1015.6,57.1,10,174.6,15.1,7,10,2023-04-11T06:45:48,2023-04-11T20:03:53,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-12,16.6,9.9,13.1,16.6,9.9,13.1,6.7,66.9,0.322,100,20.83,rain,0,0,25,14.1,116.8,1009.3,75.4,9.9,79.1,6.8,4,10,2023-04-12T06:44:00,2023-04-12T20:05:11,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-13,11.7,8.9,10.1,11.7,7.4,9.1,7.1,83.3,17.376,100,25,rain,0,0,61,20.1,67.3,1002,83.6,7.2,60.5,5.3,5,10,2023-04-13T06:42:12,2023-04-13T20:06:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-14,19.8,4.8,12.4,19.8,3.5,12.2,0.8,52.7,0,0,0,,0,0,56.9,15,257.1,1002.7,49.5,10,259.7,22.4,8,10,2023-04-14T06:40:24,2023-04-14T20:07:45,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-15,17.6,4.9,12.2,17.6,4.9,12.1,3.2,55.8,0.003,100,4.17,rain,0,0,44,14,83.1,1004.9,63.2,10,179.3,15.4,6,10,2023-04-15T06:38:38,2023-04-15T20:09:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-16,19,6.7,13.7,19,6.7,13.7,5.3,58.5,0,0,0,,0,0,44.8,16.6,116.3,1011.8,59,10,223.8,19.2,8,10,2023-04-16T06:36:52,2023-04-16T20:10:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-17,18.8,7.7,13.9,18.8,7.7,13.9,3.9,52.7,0,0,0,rain,0,0,44.5,15.8,129.5,1014.3,26.2,10,253.1,21.8,8,10,2023-04-17T06:35:06,2023-04-17T20:11:38,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-18,21.6,9.8,15.7,21.6,9.2,15.6,5,51.6,0.023,100,8.33,rain,0,0,36.1,19.4,138.2,1014.5,39.7,10,253.8,21.9,8,10,2023-04-18T06:33:22,2023-04-18T20:12:55,0.94,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"16080099999,16076099999,D6875,D8587,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-19,22.6,9.7,16.2,22.6,9.2,16.1,6.1,53.5,0.028,100,8.33,rain,0,0,30,15.9,115.6,1013.8,41.2,10,251,21.7,8,10,2023-04-19T06:31:38,2023-04-19T20:14:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,06777099999,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-20,14.7,9.8,11.9,14.7,8,11.8,10.3,90.1,35.475,100,66.67,rain,0,0,46.3,22,92,1010.9,82.9,8.7,46.5,4,3,10,2023-04-20T06:29:55,2023-04-20T20:15:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-21,16.6,10.7,13,16.6,10.7,13,10.1,83.8,21.739,100,62.5,rain,0,0,31.8,12.8,39.7,1013.9,80.7,10,109.1,9.4,6,10,2023-04-21T06:28:13,2023-04-21T20:16:47,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-22,20.6,8.9,14.7,20.6,8.9,14.7,9.3,72.9,0,0,0,,0,0,19.6,10.7,271.5,1014.3,50.5,10,210.7,18.1,8,10,2023-04-22T06:26:32,2023-04-22T20:18:04,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-23,21.6,11.8,16.9,21.6,11.8,16.9,9.4,64.1,0.244,100,20.83,rain,0,0,33.6,12.6,258.6,1011,42.6,10,208.8,18.1,8,10,2023-04-23T06:24:52,2023-04-23T20:19:21,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-24,22.7,11.6,16.9,22.7,11.6,16.9,8.2,62.2,1.553,100,16.67,rain,0,0,31,14.4,298.9,1006.1,57.1,10,286.8,24.7,9,10,2023-04-24T06:23:13,2023-04-24T20:20:38,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-25,17.8,10.8,14.3,17.8,10.8,14.3,7.9,66.4,0.739,100,8.33,rain,0,0,46.4,23,112.4,1008,45.2,10,256,22.2,8,10,2023-04-25T06:21:35,2023-04-25T20:21:55,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-26,20.6,5.8,14,20.6,5.8,13.9,4.7,59.9,0.179,100,4.17,rain,0,0,43.3,9.3,139.8,1013.2,43,10,281.5,24.4,9,10,2023-04-26T06:19:58,2023-04-26T20:23:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-27,21.6,8.7,15.4,21.6,8.1,15.4,6.1,55.4,0,0,0,,0,0,20.9,10.8,93.7,1016.7,28.2,10,229.6,19.8,8,10,2023-04-27T06:18:22,2023-04-27T20:24:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-28,22.6,8.8,16.3,22.6,8.8,16.3,7.6,58.2,0,0,0,,0,0,18.8,10.8,233.9,1017.8,56.2,10,237.4,20.7,8,10,2023-04-28T06:16:47,2023-04-28T20:25:45,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-04-29,20.8,13.9,17.1,20.8,13.9,17.1,12.6,75.5,1.815,100,8.33,rain,0,0,22.1,10.6,227.5,1014,72.1,10,169.3,14.4,7,10,2023-04-29T06:15:13,2023-04-29T20:27:02,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-04-30,20.6,14.9,17.7,20.6,14.9,17.7,12.1,70.8,0.807,100,37.5,rain,0,0,33,21.9,97.9,1014.4,84.9,9.4,140.2,12,5,10,2023-04-30T06:13:41,2023-04-30T20:28:18,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-01,17.8,12.8,15.7,17.8,12.8,15.7,9.9,69.7,0.75,100,75,rain,0,0,33,21.6,78.8,1014.6,88.5,10,73.2,6.2,3,10,2023-05-01T06:12:09,2023-05-01T20:29:34,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-02,19.9,11.8,15.3,19.9,11.8,15.3,11.4,79.3,9.39,100,29.17,rain,0,0,27.7,15.8,196.5,1015.4,67.8,9.4,205,17.8,9,10,2023-05-02T06:10:39,2023-05-02T20:30:50,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-03,20.8,10.9,16.3,20.8,10.9,16.3,10.7,72.1,0.014,100,4.17,rain,0,0,27.5,12.5,175.2,1020.1,44.5,10,280.1,24.2,9,10,2023-05-03T06:09:11,2023-05-03T20:32:05,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-04,22.7,14.7,18.7,22.7,14.7,18.7,10.3,59.3,0,0,0,,0,0,20.5,10.9,114.6,1020.4,51.6,10,273.8,23.7,9,10,2023-05-04T06:07:43,2023-05-04T20:33:21,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-05,25.5,13.8,19.5,25.5,13.8,19.5,11.2,60.5,0,0,0,,0,0,22.4,8.9,185.7,1018.6,41.1,10,260.3,22.5,8,10,2023-05-05T06:06:17,2023-05-05T20:34:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-06,26,13.8,20.5,26,13.8,20.5,11.3,57.4,0,0,0,,0,0,22.3,8.9,154,1015.2,30.9,10,278.5,24.1,9,10,2023-05-06T06:04:53,2023-05-06T20:35:50,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-07,25.5,16.8,21.1,25.5,16.8,21.1,12.1,57.7,1.458,100,29.17,rain,0,0,42.3,22.8,298.9,1015.4,54.7,10,216.5,18.9,8,10,2023-05-07T06:03:30,2023-05-07T20:37:05,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-08,21.7,14.9,18.7,21.7,14.9,18.7,13,70.8,6.471,100,20.83,rain,0,0,25.4,15.7,99.7,1017.6,52.7,9.5,218,18.8,8,10,2023-05-08T06:02:08,2023-05-08T20:38:19,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-09,21.6,14.9,18.2,21.6,14.9,18.2,12.8,72.1,1.601,100,45.83,rain,0,0,37.4,20,101.8,1016.3,68,9.6,156.6,13.6,6,10,2023-05-09T06:00:48,2023-05-09T20:39:32,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-10,14.9,12.8,13.8,14.9,12.8,13.8,12.2,90.6,32.218,100,45.83,rain,0,0,41.7,21.9,110.9,1012,89.7,8.8,138.1,11.8,7,10,2023-05-10T05:59:29,2023-05-10T20:40:45,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-11,18.8,12.8,15,18.8,12.8,15,10.9,77.3,1.732,100,33.33,rain,0,0,30,22.9,143.9,1010.2,69.9,9.9,224.9,19.4,8,10,2023-05-11T05:58:12,2023-05-11T20:41:58,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-12,17.5,11.8,13.7,17.5,11.8,13.7,11.2,85.4,3.077,100,95.83,rain,0,0,28.5,12.5,91.8,1012.5,86.7,9.8,106.2,9.2,5,10,2023-05-12T05:56:57,2023-05-12T20:43:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-13,19.6,10.9,14.7,19.6,10.9,14.7,10.5,78.2,2.461,100,50,rain,0,0,40.4,22.4,111.9,1016.2,62,10,240.8,20.8,10,10,2023-05-13T05:55:43,2023-05-13T20:44:22,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-14,19.7,11.8,15,19.7,11.8,15,11,78.5,1.827,100,20.83,rain,0,0,40.4,14.5,317.6,1012.5,62.5,10,243.5,21.2,8,10,2023-05-14T05:54:31,2023-05-14T20:45:33,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-15,22,9.8,16.1,22,9.8,16.1,11,74.3,0.151,100,4.17,rain,0,0,32.8,17.3,117.9,1008.4,37.2,10,292,25.3,9,10,2023-05-15T05:53:21,2023-05-15T20:46:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-16,18.7,11.8,15.5,18.7,11.8,15.5,11.7,78.7,0.207,100,8.33,rain,0,0,46.3,16.1,170.7,1005.4,80.2,10,106.2,9.4,3,10,2023-05-16T05:52:13,2023-05-16T20:47:53,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-17,18.7,13.8,15.4,18.7,13.8,15.4,11.7,79.3,0.381,100,8.33,rain,0,0,46.3,13.2,218.5,1011.1,77,10,100.5,8.6,3,10,2023-05-17T05:51:06,2023-05-17T20:49:01,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-18,20,12.9,16.1,20,12.9,16.1,10.7,72.5,0.501,100,20.83,rain,0,0,20.2,12.3,98.7,1017.1,76.7,10,124.5,10.5,8,10,2023-05-18T05:50:01,2023-05-18T20:50:10,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-19,16.7,13.8,15,16.7,13.8,15,11.8,81.7,4.873,100,87.5,rain,0,0,26.7,14,80.5,1018.1,90.9,9.5,63.5,5.3,2,10,2023-05-19T05:48:58,2023-05-19T20:51:17,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-20,15.8,13.7,14.9,15.8,13.7,14.9,13.8,93.3,4.576,100,70.83,rain,0,0,36,14.4,3.9,1015.4,85,9.9,41.1,3.6,2,10,2023-05-20T05:47:57,2023-05-20T20:52:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
