name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Milano, Lombardia, Italia",2023-10-08,29.8,14.9,20.6,29,14.9,20.5,14.1,70.6,0,0,0,,0,0,26,14.3,266.7,1022.7,15.7,9.5,160.5,13.9,7,10,2023-10-08T07:29:48,2023-10-08T18:51:21,0.79,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-09,29.8,14,21.1,28.8,14,20.9,13,65.1,0,0,0,,0,0,23.6,12.8,271.8,1020.9,14.6,10,160.6,13.8,6,10,2023-10-09T07:31:05,2023-10-09T18:49:30,0.83,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-10,28.8,14,21.6,28.4,14,21.5,14.6,67.5,0,0,0,,0,0,23.6,14.5,270.4,1019.6,22.6,9.8,159,13.8,6,10,2023-10-10T07:32:23,2023-10-10T18:47:40,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-11,24.9,15,20.1,24.9,15,20.1,15.7,77.6,0,0,0,,0,0,18.8,7.5,297.6,1021.4,17.1,9,137.9,11.9,6,10,2023-10-11T07:33:41,2023-10-11T18:45:50,0.89,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-12,24.8,16.9,20.6,24.8,16.9,20.6,15.5,73.6,0,0,0,,0,0,22.3,11,257.5,1020.3,48.4,10,111.5,9.9,6,10,2023-10-12T07:34:59,2023-10-12T18:44:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-13,24.8,18.8,21,24.8,18.8,21,15,69.6,0.02,100,4.17,rain,0,0,13.2,9.2,262.4,1020.4,65.6,10,130.9,11.5,6,10,2023-10-13T07:36:17,2023-10-13T18:42:13,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-14,24.8,14.9,20.1,24.8,14.9,20.1,15,73.8,0,0,0,rain,0,0,14.5,11,290.4,1014.8,38.4,10,116,10.1,5,10,2023-10-14T07:37:36,2023-10-14T18:40:26,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-15,25.7,12.9,18.6,25.7,12.9,18.6,8.4,62.3,0.007,100,4.17,rain,0,0,66.6,25.9,350.8,1010.7,38.3,9.3,123.6,10.7,6,10,2023-10-15T07:38:55,2023-10-15T18:38:39,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-16,17.8,12.8,15.1,17.8,12.8,15.1,5.4,52.9,0,0,0,rain,0,0,65.6,17.6,92.2,1018.7,52.1,10,59.1,5.1,3,10,2023-10-16T07:40:15,2023-10-16T18:36:53,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-17,17.8,6.9,12.4,17.8,6.9,12.4,5.2,64.1,0,0,0,,0,0,14.8,9,68.4,1017.8,48.1,10,123.9,10.9,6,10,2023-10-17T07:41:35,2023-10-17T18:35:08,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-18,13.9,11.8,12.6,13.9,11.8,12.6,8.1,74.4,0.052,100,37.5,rain,0,0,14,9.3,111.8,1014.8,82,8.9,24.8,2.1,1,10,2023-10-18T07:42:55,2023-10-18T18:33:24,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-19,13.9,11.9,12.4,13.9,11.9,12.4,11.7,95.2,4.495,100,95.83,rain,0,0,25.2,7.7,150.6,1005,89.1,3.5,15.8,1.4,1,10,2023-10-19T07:44:15,2023-10-19T18:31:41,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-20,19.8,12.9,15.9,19.8,12.9,15.9,14.3,90.8,18.814,100,91.67,rain,0,0,68.7,24.1,119.5,992.2,71.3,7.5,55.8,4.7,4,10,2023-10-20T07:45:36,2023-10-20T18:29:59,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-21,20.8,13.9,17.1,20.8,13.9,17.1,13.8,81.7,0.479,100,50,rain,0,0,36.6,12.7,103.7,999.8,55.3,10,55.7,4.9,2,10,2023-10-21T07:46:57,2023-10-21T18:28:17,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-22,20.8,12.8,16.3,20.8,12.8,16.3,12.1,77.5,0.26,100,16.67,rain,0,0,32.8,11,356.4,1010.4,43.8,10,99.1,8.4,5,10,2023-10-22T07:48:18,2023-10-22T18:26:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-23,17.9,12.9,15.3,17.9,12.9,15.3,12.3,83.1,0.222,100,20.83,rain,0,0,24,9.3,27.5,1016.4,76.4,10,33.6,2.9,2,10,2023-10-23T07:49:40,2023-10-23T18:24:58,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-24,14.9,13.9,14.5,14.9,13.9,14.5,13.5,93.9,22.713,100,91.67,rain,0,0,34.4,9.4,11.5,1008.7,86,8.2,15.5,1.1,1,10,2023-10-24T07:51:02,2023-10-24T18:23:20,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-25,16.9,11,13.5,16.9,11,13.5,12.5,93.8,0.017,100,12.5,rain,0,0,21.2,7.6,246.1,1004.2,64.7,4.8,31,2.7,1,10,2023-10-25T07:52:24,2023-10-25T18:21:43,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-26,15.9,11.2,14.1,15.9,11.2,14.1,12.9,92.6,0.705,100,25,rain,0,0,19.9,11.1,198.8,1001.1,89,3.9,26,2.2,1,10,2023-10-26T07:53:46,2023-10-26T18:20:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-27,21.8,12.9,16.1,21.8,12.9,16.1,13,83.3,8.119,100,29.17,rain,0,0,33.3,14.7,254.4,994.9,64.8,8.1,133,11.4,6,10,2023-10-27T07:55:09,2023-10-27T18:18:33,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-28,18.8,8.9,13.5,18.8,8.9,13.5,10.7,84.4,0.191,100,8.33,rain,0,0,22.2,11,35.2,1004.7,46.9,9.9,70,5.9,4,10,2023-10-28T07:56:32,2023-10-28T18:17:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-29,15.8,11.9,14.4,15.8,11.9,14.4,11.7,83.8,0.424,100,66.67,rain,0,0,32.6,16.1,100.2,1011.9,72.7,10,25.2,2.4,2,10,2023-10-29T06:57:55,2023-10-29T17:15:28,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-30,16.9,13.9,14.8,16.9,13.9,14.8,14.2,96.5,13.478,100,95.83,rain,0,0,51.4,18.2,121.5,1007.5,91.4,6.5,10.7,1.1,1,10,2023-10-30T06:59:18,2023-10-30T17:13:58,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-10-31,18.8,7.8,13.6,18.8,3.9,13.3,9.4,77,17.889,100,45.83,rain,0,0,86.7,43.2,316.2,1004.5,48.9,9.5,125.9,10.9,5,10,2023-10-31T07:00:42,2023-10-31T17:12:29,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-01,13.9,7.9,11.4,13.9,7.7,11.2,8.9,85.1,0.299,100,20.83,rain,0,0,23.4,10.8,69.8,1012.4,52.6,10,32.9,2.8,2,10,2023-11-01T07:02:06,2023-11-01T17:11:01,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-02,13.8,10.9,12,13.8,10.9,12,11.1,94.2,21.707,100,79.17,rain,0,0,49.4,32.3,116.5,997.1,91.3,6.7,6.8,0.4,0,10,2023-11-02T07:03:30,2023-11-02T17:09:35,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-03,16.7,7.8,11.5,16.7,5.3,11,7.7,79.2,29.056,100,33.33,rain,0,0,91.8,28.9,282.8,987.2,59.3,7.6,107.1,9.2,5,10,2023-11-03T07:04:54,2023-11-03T17:08:10,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-04,11.8,3.1,8.4,11.8,1,7.8,5.2,81.9,2.554,100,41.67,rain,0,0,28,14.6,50.6,996,69.3,9.4,57.7,5.1,4,10,2023-11-04T07:06:18,2023-11-04T17:06:47,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,06777099999,16066099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-05,15.8,6.9,10.8,15.8,5.5,10.4,7.3,80.4,26.269,100,29.17,rain,0,0,35.4,10.9,275.5,993.5,52.9,9.4,118.6,10.2,5,10,2023-11-05T07:07:42,2023-11-05T17:05:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-06,15.8,4.9,10.5,15.8,3.9,10.3,7.6,83.2,0.2,100,8.33,rain,0,0,23.9,11,65.6,1009.4,33.1,9.4,108.9,9.5,5,10,2023-11-06T07:09:06,2023-11-06T17:04:06,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-07,15.8,7.8,10.7,15.8,7.8,10.7,8.4,86.8,0.321,100,29.17,rain,0,0,29.4,7.5,17.7,1015.2,34.5,9,43.5,3.6,2,10,2023-11-07T07:10:31,2023-11-07T17:02:48,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-08,13.9,3.9,8.1,13.9,2.7,8,5.6,85.4,0.179,100,4.17,rain,0,0,22.2,7.5,259.8,1019.4,8.5,10,107,9.3,5,10,2023-11-08T07:11:55,2023-11-08T17:01:31,0.84,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-09,8.9,5.9,7.9,8.9,4.8,7.5,5.8,86.7,6.235,100,62.5,rain,0,0,22.6,9.3,13.1,1017,66.5,9.2,26.8,2.3,1,10,2023-11-09T07:13:19,2023-11-09T17:00:17,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-10,11.9,6.8,9.1,11.9,4.3,8.5,6.9,86.6,2.959,100,12.5,rain,0,0,26.2,12.8,258.8,1006.7,66.9,10,46.1,3.8,3,10,2023-11-10T07:14:43,2023-11-10T16:59:04,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-11,15.9,2.9,8.1,15.9,1.5,7.5,4,77.4,0,0,0,,0,0,32.8,12.7,271.8,1005.9,9.6,9.2,108.5,9.4,5,10,2023-11-11T07:16:08,2023-11-11T16:57:53,0.94,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-12,11.9,3.9,8,11.9,3.7,7.2,4.4,78.8,0,0,0,,0,0,27.8,11,6.4,1010.6,49.9,10,43.2,3.8,3,10,2023-11-12T07:17:31,2023-11-12T16:56:44,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-13,14,2.1,8.5,14,2.1,8.3,5.2,80.9,0.179,100,4.17,rain,0,0,26.7,9,79.4,1015.4,35.7,9.6,99.1,8.5,5,10,2023-11-13T07:18:55,2023-11-13T16:55:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-14,12.9,8.9,11.1,12.9,8.9,11,8.6,84.7,0.023,100,4.17,rain,0,0,27.2,7.6,85.7,1013.8,70.5,7.1,14.9,1.2,1,10,2023-11-14T07:20:18,2023-11-14T16:54:31,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-15,17.9,8.9,12,17.9,6.8,11.7,8.5,80.6,0.007,100,4.17,rain,0,0,42.5,20,279.2,1014.6,42.6,7.3,80.9,7,5,10,2023-11-15T07:21:42,2023-11-15T16:53:28,0.07,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-16,12.9,5,9.6,12.9,5,9.5,5.3,75.5,0,0,0,,0,0,24.7,9.3,8.5,1016.4,53.6,9.6,49.8,4.4,2,10,2023-11-16T07:23:04,2023-11-16T16:52:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-17,17.8,5.1,11.3,17.8,2.2,10.6,0.3,53.8,0,0,0,,0,0,64.9,20.7,301.6,1013,4.4,9.9,108.4,9.3,5,10,2023-11-17T07:24:27,2023-11-17T16:51:28,0.15,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-18,15.8,4,9.1,15.8,3.2,8.6,0.5,57.2,0.002,100,4.17,rain,0,0,54.9,11.8,265.3,1021.7,18,10,101.9,8.8,5,10,2023-11-18T07:25:49,2023-11-18T16:50:31,0.18,Rain,Clear conditions throughout the day with early morning rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-19,14,2.9,7.6,14,2.9,7.6,3.8,78.3,0,0,0,,0,0,23.2,9,273.4,1019.3,39,10,83.2,7.2,4,10,2023-11-19T07:27:10,2023-11-19T16:49:37,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-20,11,2.1,7.5,11,2.1,7.2,5,84.9,0,0,0,,0,0,24.4,9.1,59.5,1014.3,58.4,8.8,24,2.1,1,10,2023-11-20T07:28:31,2023-11-20T16:48:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-21,12.9,5.9,10.2,12.9,4.8,9.8,6.6,78.9,0,0,0,,0,0,27.1,9.3,22.7,1009,39.2,8.7,62.1,5.4,3,10,2023-11-21T07:29:51,2023-11-21T16:47:54,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-22,14.9,3.1,8.1,14.9,2.7,7.9,3.9,77.7,0,0,0,,0,0,64.3,9.4,55.3,1015.1,12.5,9.8,94,8.1,4,10,2023-11-22T07:31:11,2023-11-22T16:47:06,0.32,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-23,13,2,6.8,13,2,6.6,3,78.8,0,0,0,,0,0,27.6,7.6,307.3,1020.8,5.1,9.9,91.5,8.1,4,10,2023-11-23T07:32:30,2023-11-23T16:46:20,0.36,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-24,14.9,1.1,7.2,14.9,-1.4,6.6,2.7,75.6,0.179,100,4.17,"rain,snow",0,0,71.9,15.6,292.2,1004,3.1,9.8,91.4,8,4,10,2023-11-24T07:33:48,2023-11-24T16:45:37,0.4,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-25,10.9,4.7,8.9,10.9,1.4,7,-9.5,27.3,0,0,0,,0,0,71.9,28.9,341,1006.2,1.7,10,98.8,8.5,4,10,2023-11-25T07:35:05,2023-11-25T16:44:56,0.43,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-26,13,0,6.2,13,-3,4.3,-5.4,44.5,0,0,0,,0,0,32.9,18.2,262.2,1011.4,20.6,10,94.2,8.1,4,10,2023-11-26T07:36:21,2023-11-26T16:44:18,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-27,6,1,4.1,6,-0.7,3.5,-0.8,70.9,0.186,100,12.5,rain,0,0,16.5,9.1,66.8,1010.1,67.8,10,14.9,1.2,1,10,2023-11-27T07:37:37,2023-11-27T16:43:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,LIML,06771099999"
"Milano, Lombardia, Italia",2023-11-28,10,2.8,6.3,8.2,-0.2,4,0.5,71.1,1.084,100,8.33,rain,0,0,47,23.5,274.8,996.9,35.1,9.5,89,7.7,4,10,2023-11-28T07:38:51,2023-11-28T16:43:09,0.53,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-29,10.8,-0.9,6.1,10.8,-0.9,5,-3.2,54.1,0,0,0,,0,0,47,16.4,38.5,1005.7,22.7,10,83.2,7.2,4,10,2023-11-29T07:40:04,2023-11-29T16:42:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-11-30,6.7,3.9,4.4,5.9,1.6,3.3,2.6,88.6,4.858,100,41.67,rain,0,0,22.4,9.2,229.8,1005.6,92.2,5.1,12.1,1,1,10,2023-11-30T07:41:16,2023-11-30T16:42:09,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-01,6.9,3.9,5.2,6.9,2.1,4.4,4.6,95.6,4.46,100,100,rain,0,0,26.3,11,160.4,998.1,99.3,2.2,5.7,0.3,0,10,2023-12-01T07:42:27,2023-12-01T16:41:43,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-02,12.7,5,7.7,12.7,3,6.3,0.3,68.6,8.188,100,54.17,rain,0,0,78.8,29.2,324.1,995.4,70.7,6.3,42.9,3.7,3,10,2023-12-02T07:43:37,2023-12-02T16:41:20,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-03,7.9,1.8,4.3,7.9,-0.9,3.3,-1.4,68.2,0,0,0,,0,0,67.8,11.2,24,1018.5,24.1,10,86.9,7.4,4,10,2023-12-03T07:44:45,2023-12-03T16:40:59,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-04,3.9,-0.8,1.6,3,-3.3,0.8,-1.1,82.8,0.253,100,25,"rain,snow",0,0,13.2,7.6,169.4,1021.4,64,9.6,13.8,1.2,1,10,2023-12-04T07:45:52,2023-12-04T16:40:41,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-05,5.8,1.8,3.1,5.8,-0.9,1.8,1.2,87.5,0.726,100,4.17,"rain,snow",0,0,18.8,9.4,242.9,1013.1,67.8,7.8,23.3,2,1,10,2023-12-05T07:46:57,2023-12-05T16:40:26,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-06,8.9,-2,2.1,8.9,-3,1.2,-0.3,85.1,0.179,100,4.17,rain,0,0,25.7,9.2,259.3,1012.6,3.3,7.3,77.8,6.7,4,10,2023-12-06T07:48:00,2023-12-06T16:40:13,0.79,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-07,9,-2.9,2.2,8.5,-2.9,2,-0.9,81.8,0,0,0,,0,0,21.5,5.6,231.6,1018.5,27.9,7.2,75.4,6.5,4,10,2023-12-07T07:49:02,2023-12-07T16:40:03,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-08,4.9,0.9,3.6,4.9,-0.7,2.9,1.5,86.6,0.705,100,50,rain,0,0,15.8,7.5,279.4,1017.1,81.5,9.3,15.7,1.2,1,10,2023-12-08T07:50:03,2023-12-08T16:39:56,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-09,5.9,1.9,3.6,4.4,0.4,2.2,2.6,93.7,0.043,100,12.5,rain,0,0,18.4,9.3,246.5,1016.9,85.3,3.9,24.5,2.1,1,10,2023-12-09T07:51:01,2023-12-09T16:39:51,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-10,10,2.9,5.1,10,-0.7,3.1,3.4,89.1,1.015,100,12.5,rain,0,0,43.8,18,263.4,1014.8,55,6.9,65.3,5.6,4,10,2023-12-10T07:51:58,2023-12-10T16:39:49,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-11,7,3.9,5.5,6.3,3.2,4.6,4.7,94.2,0,0,0,,0,0,25.7,9.2,84.4,1013.6,73.8,3,16.1,1.4,1,10,2023-12-11T07:52:53,2023-12-11T16:39:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-12,8.1,3.9,6,8.1,2.7,5.6,4.8,92.5,0,0,0,rain,0,0,17.6,9.2,306.8,1012.1,83,2.9,10,0.8,1,10,2023-12-12T07:53:46,2023-12-12T16:39:53,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-13,8,6,7.2,7.9,4.5,6.9,6.6,95.6,6.418,100,25,rain,0,0,24.7,7.6,244.9,1002.8,90.9,2.9,10.2,0.7,1,10,2023-12-13T07:54:37,2023-12-13T16:40:00,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-12-14,10,3.2,6.9,10,0.2,6.1,5.3,90.2,0,0,0,,0,0,45.5,11.7,271.5,1010.8,49.5,5.1,55.5,4.7,3,10,2023-12-14T07:55:25,2023-12-14T16:40:08,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
